artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes
nick jonas,jealous - remix,222213,True,2014,0,0.685,0.709,11,-3.578,0,0.0748,0.0132,0.0,0.452,0.504,93.047,pop,3.70355
mark ronson,uptown funk (feat. bruno mars),269666,True,2015,82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,pop,4.494433333333333
ed sheeran,thinking out loud,281560,False,2014,81,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,pop,4.692666666666667
wiz khalifa,see you again (feat. charlie puth),229525,False,2015,81,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,hip hop,3.8254166666666665
justin bieber,what do you mean?,205680,False,2015,77,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,pop,3.428
major lazer,lean on (feat. mø & dj snake),176561,False,2015,73,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,hip hop,2.9426833333333335
the weeknd,"earned it (fifty shades of grey) - from the ""fifty shades of grey"" soundtrack",252226,False,2014,76,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,pop,4.203766666666667
calvin harris,outside (feat. ellie goulding),227266,False,2014,78,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,hip hop,3.7877666666666667
david guetta,"hey mama (feat. nicki minaj, bebe rexha & afrojack)",192560,False,2014,75,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,hip hop,3.2093333333333334
demi lovato,cool for the summer,214746,True,2015,0,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101,pop,3.5791
taylor swift,blank space,231826,False,2014,82,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,pop,3.863766666666667
the weeknd,the hills,242253,True,2015,84,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,pop,4.03755
the neighbourhood,daddy issues,260173,False,2015,85,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,rock,4.336216666666667
deorro,five more hours,211975,False,2015,66,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,pop,3.5329166666666665
avicii,the nights,176658,False,2014,85,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,pop,2.9443
adam lambert,ghost town,208330,True,2015,46,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,pop,3.472166666666667
rae sremmurd,no type,200080,True,2015,71,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,hip hop,3.3346666666666667
taylor swift,bad blood,200106,False,2015,70,0.654,0.655,11,-7.388,0,0.106,0.0294,0.0,0.139,0.221,170.16,pop,3.3351
flo rida,gdfr (feat. sage the gemini & lookas),190185,False,2015,49,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,hip hop,3.16975
robin schulz,sugar (feat. francesco yates),219043,False,2015,76,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,pop,3.650716666666667
calvin harris,how deep is your love,212640,False,2015,76,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,hip hop,3.544
philip george,wish you were mine - radio edit,177560,False,2014,65,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002,pop,2.9593333333333334
fall out boy,centuries,228360,False,2015,80,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,rock,3.806
lost frequencies,are you with me - radio edit,138842,False,2014,33,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03,pop,2.314033333333333
twenty one pilots,stressed out,202333,False,2015,83,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,rock,3.3722166666666666
fifth harmony,worth it (feat. kid ink),224573,False,2015,73,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,pop,3.7428833333333333
kaleo,way down we go,219560,False,2015,63,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,rock,3.6593333333333335
sam smith,like i can,167065,False,2014,79,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,pop,2.7844166666666665
major lazer,light it up (feat. nyla & fuse odg) - remix,166138,False,2015,49,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,hip hop,2.7689666666666666
martin solveig,intoxicated - new radio mix,159693,False,2015,48,0.8,0.677,0,-4.023,1,0.0393,0.00563,0.00409,0.0838,0.547,125.004,pop,2.66155
avicii,waiting for love,230613,False,2015,79,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,pop,3.84355
felix jaehn,ain't nobody (loves me better) (feat. jasmine thompson),186146,False,2018,72,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,hip hop,3.1024333333333334
taylor swift,wildest dreams,220440,False,2014,78,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,pop,3.674
the weeknd,in the night,235653,True,2015,0,0.48,0.682,7,-4.94,1,0.13,0.0696,0.0,0.0463,0.506,167.939,pop,3.92755
pitbull,time of our lives,229360,True,2014,80,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,hip hop,3.8226666666666667
galantis,runaway (u & i),227073,False,2015,74,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,pop,3.78455
rihanna,bitch better have my money,219305,True,2015,73,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,hip hop,3.6550833333333332
zara larsson,lush life,202213,False,2015,0,0.658,0.741,7,-2.86,0,0.0536,0.141,0.0,0.189,0.789,98.024,pop,3.370216666666667
one direction,drag me down,192120,False,2015,79,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,pop,3.202
travis scott,antidote,262693,True,2015,73,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,hip hop,4.378216666666667
years & years,king,215360,False,2015,0,0.559,0.848,4,-4.125,0,0.0388,0.0665,0.0,0.382,0.466,119.977,pop,3.5893333333333333
demi lovato,confident,205745,True,2015,64,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,pop,3.4290833333333333
lemaitre,closer,270589,False,2017,59,0.583,0.785,2,-3.991,0,0.0337,0.0012,0.0127,0.124,0.355,91.977,pop,4.509816666666667
selena gomez,same old love,229080,False,2015,69,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,pop,3.818
pia mia,do it again,207746,True,2015,72,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,95.95,pop,3.4624333333333333
flo rida,my house,192190,False,2015,76,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,hip hop,3.2031666666666667
silentó,watch me (whip / nae nae),185131,False,2015,0,0.819,0.768,8,-8.522,1,0.134,0.234,0.0,0.334,0.964,139.982,hip hop,3.0855166666666665
chris brown,ayo,225226,True,2015,71,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,hip hop,3.7537666666666665
the strumbellas,spirits,203653,False,2016,71,0.556,0.658,0,-6.075,1,0.0265,0.164,0.0,0.113,0.787,80.529,rock,3.394216666666667
fetty wap,trap queen,222093,True,2015,68,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,hip hop,3.70155
beyoncé,7/11,213506,False,2014,69,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,pop,3.5584333333333333
zara larsson,never forget you,213427,False,2017,73,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,pop,3.5571166666666665
jeremih,oui,238320,False,2015,77,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,hip hop,3.972
drake,hotline bling,267066,False,2016,77,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,hip hop,4.4511
selena gomez,kill em with kindness,217906,False,2015,64,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,pop,3.6317666666666666
birdy,let it all go,280757,False,2015,68,0.383,0.43,10,-8.644,1,0.0302,0.817,1.04e-06,0.0869,0.174,107.005,pop,4.679283333333333
the weeknd,can't feel my face,213520,False,2015,79,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,pop,3.558666666666667
saygrace,you don't own me (feat. g-eazy),199314,False,2015,55,0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.0575,0.294,186.394,pop,3.3219
x ambassadors,renegades,195200,False,2015,75,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,hip hop,3.2533333333333334
r. city,locked away (feat. adam levine),227480,False,2015,77,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,pop,3.791333333333333
kygo,stole the show,223186,False,2016,74,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,pop,3.7197666666666667
tame impala,the less i know the better,216320,True,2015,83,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,metal,3.6053333333333333
selena gomez,good for you,221560,True,2015,0,0.6,0.676,5,-6.447,0,0.0652,0.154,0.0,0.0741,0.217,88.928,pop,3.6926666666666668
fetty wap,my way (feat. monty),213053,True,2015,55,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,hip hop,3.550883333333333
hozier,take me to church,241688,False,2014,81,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,Folk/Acoustic,4.028133333333333
taylor swift,style,231000,False,2014,77,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop,3.85
alessia cara,here,199453,False,2015,0,0.379,0.799,0,-4.031,1,0.163,0.0804,0.0,0.0793,0.359,120.892,pop,3.3242166666666666
sam smith,"writing's on the wall - from ""spectre"" soundtrack",278987,False,2015,66,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,pop,4.649783333333334
david guetta,bang my head (feat. sia & fetty wap),193333,False,2015,47,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,hip hop,3.2222166666666667
meek mill,all eyes on you (feat. chris brown & nicki minaj),223973,True,2015,68,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,hip hop,3.7328833333333336
big sean,i don't fuck with you,284386,True,2015,75,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,hip hop,4.739766666666666
kygo,firestone,271640,False,2016,76,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,pop,4.527333333333333
drake,jumpman,205879,True,2015,0,0.853,0.558,1,-7.448,1,0.202,0.0462,0.0,0.341,0.654,142.079,hip hop,3.4313166666666666
petit biscuit,sunset lover,237792,False,2015,71,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,Dance/Electronic,3.9632
shawn mendes,stitches,206880,False,2015,78,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,pop,3.448
flo rida,"i don't like it, i love it (feat. robin thicke & verdine white)",224258,False,2015,67,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004,hip hop,3.737633333333333
selena gomez,the heart wants what it wants,227373,False,2014,64,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,pop,3.78955
jack ü,where are ü now (with justin bieber),250285,False,2015,74,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,pop,4.1714166666666666
ellie goulding,on my mind,213445,False,2015,0,0.699,0.688,2,-6.607,0,0.0522,0.264,4.11e-06,0.0863,0.742,154.943,pop,3.5574166666666667
bryson tiller,don't,198293,True,2015,78,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,hip hop,3.304883333333333
rich homie quan,"flex (ooh, ooh, ooh)",176674,True,2015,1,0.676,0.615,6,-7.534,0,0.0496,0.0384,0.0,0.341,0.883,163.993,hip hop,2.9445666666666668
joel adams,please don't go,210580,False,2015,71,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,R&B,3.5096666666666665
zedd,i want you to know,238800,False,2015,0,0.561,0.877,9,-2.215,0,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,hip hop,3.98
jonas blue,fast car,212424,False,2015,67,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,113.945,pop,3.5404
børns,electric love,218173,False,2015,0,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063,rock,3.636216666666667
sigala,easy love,229813,False,2018,66,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,pop,3.830216666666667
justin bieber,sorry,200786,False,2015,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,pop,3.346433333333333
ariana grande,one last time,197266,False,2014,79,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,pop,3.2877666666666667
little mix,black magic,211773,False,2015,1,0.777,0.896,4,-4.467,1,0.0619,0.0352,0.0,0.317,0.843,111.987,pop,3.52955
one direction,perfect,230333,False,2015,77,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,pop,3.8388833333333334
years & years,shine,255506,False,2015,55,0.667,0.716,1,-5.21,0,0.0349,0.189,0.0,0.104,0.493,108.002,pop,4.2584333333333335
meghan trainor,lips are movin,182666,False,2015,70,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,pop,3.0444333333333335
nicky jam,el perdón - forgiveness,206666,False,2017,51,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,latin,3.4444333333333335
the weeknd,starboy,230453,True,2016,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,pop,3.840883333333333
drake,one dance,173986,False,2016,84,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,hip hop,2.899766666666667
justin bieber,love yourself,233720,False,2015,0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,pop,3.8953333333333333
the chainsmokers,closer,244960,False,2016,83,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,pop,4.082666666666666
adele,hello,295502,False,2015,1,0.471,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,pop,4.925033333333333
desiigner,panda,246761,True,2016,70,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,hip hop,4.112683333333333
burak yeter,tuesday (feat. danelle sandoval),241874,False,2016,72,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,Dance/Electronic,4.031233333333334
sia,cheap thrills (feat. sean paul),224813,False,2016,67,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,pop,3.7468833333333333
onerepublic,wherever i go,169773,False,2016,70,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961,pop,2.82955
rihanna,work,219320,True,2016,75,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,hip hop,3.6553333333333335
coldplay,hymn for the weekend,258266,False,2015,82,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,rock,4.304433333333333
justin timberlake,"can't stop the feeling! (from dreamworks animation's ""trolls"")",236001,False,2016,76,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,pop,3.93335
willow,wait a minute!,196520,False,2015,86,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,pop,3.275333333333333
desiigner,tiimmy turner,239853,True,2016,67,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,hip hop,3.99755
g-eazy,"me, myself & i",251466,True,2015,77,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,hip hop,4.1911
david guetta,this one's for you (feat. zara larsson) (official song uefa euro 2016),207272,False,2016,68,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,hip hop,3.4545333333333335
astrid s,hurts so good,208728,False,2016,0,0.672,0.589,7,-5.008,0,0.049,0.082,0.0,0.0962,0.379,120.036,rock,3.4788
lil wayne,"sucker for pain (with wiz khalifa, imagine dragons, logic & ty dolla $ign feat. x ambassadors)",243490,True,2016,75,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,hip hop,4.058166666666667
twenty one pilots,heathens,195920,False,2016,80,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,rock,3.2653333333333334
future,low life (feat. the weeknd),313546,True,2016,74,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,hip hop,5.225766666666667
galantis,no money,189126,False,2016,67,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,pop,3.1521
the chainsmokers,don't let me down,208373,False,2016,79,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,pop,3.4728833333333333
tinie tempah,girls like (feat. zara larsson),196000,True,2016,62,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,hip hop,3.2666666666666666
alok,hear me now,192846,False,2016,51,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,pop,3.2141
jon bellion,all time low,217603,True,2016,70,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,hip hop,3.626716666666667
cheat codes,sex,228361,False,2016,0,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,pop,3.806016666666667
meghan trainor,no,213506,False,2017,69,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,pop,3.5584333333333333
dua lipa,hotter than hell,187957,False,2017,65,0.532,0.868,3,-4.23,0,0.0908,0.011,0.0,0.0584,0.529,110.127,pop,3.132616666666667
martin garrix,in the name of love,195706,False,2016,76,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,pop,3.2617666666666665
alan walker,faded,212106,False,2018,78,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,Dance/Electronic,3.5351
tove lo,cool girl,197815,True,2016,0,0.674,0.71,9,-7.042,0,0.111,0.343,6.71e-06,0.129,0.234,101.983,pop,3.2969166666666667
dj snake,let me love you,205946,False,2016,81,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,hip hop,3.4324333333333334
calvin harris,this is what you came for (feat. rihanna),222160,False,2016,79,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,hip hop,3.7026666666666666
mike posner,i took a pill in ibiza - seeb remix,197933,True,2016,77,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,hip hop,3.2988833333333334
kevin gates,2 phones,240000,True,2016,69,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918,hip hop,4.0
rihanna,needed me,191600,True,2016,80,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,hip hop,3.1933333333333334
ariana grande,side to side,226160,True,2016,0,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,pop,3.7693333333333334
marshmello,alone,273802,False,2016,71,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,pop,4.563366666666667
shawn mendes,i know what you did last summer,223853,False,2015,73,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,pop,3.7308833333333333
calvin harris,my way,219159,False,2016,74,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,hip hop,3.65265
fitz and the tantrums,handclap,193253,False,2016,64,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,pop,3.2208833333333335
twenty one pilots,ride,214506,False,2015,80,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,rock,3.5751
ariana grande,dangerous woman,235946,False,2016,0,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052,pop,3.9324333333333334
anne-marie,alarm,205593,True,2016,57,0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928,pop,3.42655
charlie puth,we don't talk anymore (feat. selena gomez),217706,False,2016,79,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,pop,3.628433333333333
alunageorge,i'm in control,209425,False,2016,0,0.734,0.847,11,-3.713,0,0.0346,0.355,0.000144,0.154,0.673,104.013,pop,3.4904166666666665
enrique iglesias,duele el corazon (feat. wisin),199693,False,2016,68,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,pop,3.3282166666666666
mnek,never forget you,213427,False,2015,45,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,Dance/Electronic,3.5571166666666665
mike perry,the ocean (feat. shy martin),183414,False,2016,70,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,pop,3.0569
drake,hotline bling,267066,False,2016,0,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,hip hop,4.4511
ariana grande,into you,244453,False,2016,3,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,pop,4.074216666666667
shawn mendes,treat you better,187973,False,2017,82,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,pop,3.1328833333333335
coldplay,adventure of a lifetime,263786,False,2015,76,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,rock,4.396433333333333
kungs,this girl - kungs vs. cookin' on 3 burners,195561,False,2016,0,0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81e-05,0.251,0.501,121.969,pop,3.25935
saygrace,you don't own me (feat. g-eazy),201493,False,2016,69,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,pop,3.358216666666667
dnce,cake by the ocean,219146,True,2016,79,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,pop,3.652433333333333
99 souls,the girl is mine,216613,False,2016,55,0.683,0.943,9,-3.6,1,0.0397,0.00423,0.0972,0.0356,0.706,118.991,Dance/Electronic,3.6102166666666666
kiiara,gold,225882,False,2015,55,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,rock,3.7647
kygo,stole the show,222813,False,2016,0,0.678,0.633,8,-6.443,0,0.171,0.151,0.0,0.147,0.478,99.886,pop,3.71355
fifth harmony,work from home (feat. ty dolla $ign),214480,False,2016,75,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,pop,3.574666666666667
zayn,pillowtalk,203686,True,2016,59,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,pop,3.3947666666666665
alessia cara,here,199453,False,2016,66,0.376,0.822,0,-3.974,1,0.104,0.0783,0.0,0.0841,0.327,120.493,pop,3.3242166666666666
dj snake,middle,220573,False,2016,0,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981,hip hop,3.6762166666666665
sigala,sweet lovin' - radio edit,202149,False,2015,46,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78e-06,0.336,0.674,124.977,pop,3.36915
drake,jumpman,205879,True,2015,72,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,hip hop,3.4313166666666666
charlie puth,dangerously,199133,False,2016,62,0.696,0.517,2,-8.379,0,0.0366,0.364,0.0,0.197,0.23,112.291,pop,3.3188833333333334
nick jonas,close,234213,False,2016,69,0.654,0.623,6,-5.273,0,0.082,0.253,0.0,0.144,0.401,123.996,pop,3.90355
jonas blue,perfect strangers,196613,False,2016,0,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,pop,3.276883333333333
major lazer,cold water (feat. justin bieber & mø),185351,False,2016,0,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,hip hop,3.089183333333333
the chainsmokers,roses,226738,False,2015,73,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,pop,3.778966666666667
tory lanez,luv,228640,True,2016,0,0.688,0.541,11,-8.128,0,0.114,0.0118,0.0,0.123,0.247,95.109,hip hop,3.8106666666666666
p!nk,"just like fire (from the original motion picture ""alice through the looking glass"")",215413,False,2016,68,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,pop,3.5902166666666666
steve aoki,just hold on,198774,False,2016,63,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,hip hop,3.3129
clean bandit,tears (feat. louisa johnson),225914,False,2016,60,0.605,0.77,5,-3.645,0,0.0446,0.0431,0.0,0.159,0.298,130.037,pop,3.765233333333333
jonas blue,fast car,212424,False,2015,1,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901,pop,3.5404
flume,never be like you,233337,True,2016,0,0.443,0.558,0,-5.436,1,0.0624,0.441,0.0,0.163,0.248,116.838,Dance/Electronic,3.88895
bastille,good grief,206493,False,2016,65,0.73,0.758,1,-4.888,1,0.0653,0.147,0.0,0.311,0.877,120.041,pop,3.44155
partynextdoor,not nice,202661,False,2016,62,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,hip hop,3.377683333333333
hilltop hoods,1955,239280,False,2016,63,0.766,0.5,11,-7.558,1,0.0695,0.719,5.91e-06,0.304,0.71,84.044,hip hop,3.988
fifth harmony,all in my head (flex) (feat. fetty wap),210573,False,2016,62,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,pop,3.50955
daya,"sit still, look pretty",202221,False,2016,1,0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994,rock,3.37035
kent jones,don't mind,198236,True,2016,63,0.464,0.771,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.777,hip hop,3.303933333333333
flume,say it,262521,True,2016,53,0.581,0.531,3,-6.829,0,0.0322,0.0731,3.27e-06,0.0616,0.273,75.255,Dance/Electronic,4.37535
mø,final song,235826,False,2016,66,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,pop,3.9304333333333332
