artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes
basement jaxx,romeo,217493,False,2001,0,0.713,0.829,2,-4.171,1,0.0491,0.00769,0.00203,0.139,0.844,126.853,pop,3.6248833333333335
ludacris,southern hospitality (featuring pharrell),300933,True,2000,54,0.623,0.896,0,-4.719,1,0.247,0.035,0.0,0.0941,0.613,95.158,hip hop,5.01555
nelly,ride wit me,291781,True,2000,75,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,hip hop,4.863016666666667
trick daddy,i'm a thug,254400,True,2001,59,0.933,0.561,11,-5.961,1,0.122,0.0275,0.0,0.102,0.586,139.976,hip hop,4.24
travis,sing,228800,False,2001,68,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,rock,3.8133333333333335
jay-z,izzo (h.o.v.a.),240626,True,2001,63,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,hip hop,4.010433333333333
gabrielle,out of reach,196986,False,2001,69,0.51,0.48,11,-6.567,1,0.0452,0.503,0.0,0.106,0.496,182.862,pop,3.2831
opm,heaven is a halfpipe (if i die),257426,True,2000,56,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9,rock,4.2904333333333335
k-ci & jojo,crazy,262773,False,2019,30,0.68,0.644,0,-4.507,1,0.0258,0.084,0.0,0.549,0.484,116.097,pop,4.37955
staind,it's been awhile,264706,True,2001,64,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,rock,4.411766666666667
3lw,no more (baby i'ma do right),263440,False,2000,56,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,pop,4.390666666666666
ginuwine,differences,265533,False,2001,65,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,hip hop,4.42555
*nsync,gone,292000,False,2001,45,0.699,0.403,11,-8.564,0,0.0614,0.421,0.0,0.126,0.5,113.922,pop,4.866666666666666
lifehouse,hanging by a moment,216360,False,2000,61,0.537,0.858,1,-4.903,1,0.0349,0.000966,0.0,0.0812,0.502,124.599,pop,3.606
nelly,dilemma,289160,True,2002,77,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,hip hop,4.819333333333334
eminem,without me,290320,True,2002,87,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,hip hop,4.838666666666667
avril lavigne,complicated,244506,False,2002,78,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,pop,4.0751
vanessa carlton,a thousand miles,237493,False,2002,75,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,Folk/Acoustic,3.9582166666666665
the calling,wherever you will go,208600,False,2001,72,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,pop,3.4766666666666666
shakira,underneath your clothes,224066,False,2001,64,0.616,0.597,8,-5.328,1,0.0415,0.691,0.0,0.104,0.362,165.508,pop,3.7344333333333335
no doubt,underneath it all,302720,False,2001,27,0.729,0.731,4,-4.822,1,0.0684,0.232,1.57e-06,0.391,0.839,138.202,rock,5.045333333333334
truth hurts,addictive,226440,True,2002,58,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271,pop,3.774
busta rhymes,i know what you want (feat. flipmode squad),324306,True,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,hip hop,5.4051
eminem,'till i collapse,297786,True,2002,85,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,hip hop,4.9631
christina milian,when you look at me - radio edit,222546,False,2001,60,0.955,0.839,3,-3.399,0,0.127,0.0934,0.000175,0.099,0.825,108.955,hip hop,3.7091
madonna,die another day,276360,False,2003,53,0.792,0.797,0,-5.166,0,0.0901,0.062,0.00325,0.0896,0.491,123.993,pop,4.606
jennifer lopez,i'm gonna be alright (feat. nas),172240,False,2002,53,0.718,0.69,10,-4.382,0,0.265,0.106,0.0,0.271,0.774,93.401,hip hop,2.8706666666666667
las ketchup,the ketchup song (aserejé) - spanglish version,213973,False,2002,66,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.1e-06,0.0924,0.868,184.819,set(),3.5662166666666666
aaliyah,rock the boat,275026,False,2019,0,0.641,0.72,5,-5.209,1,0.0336,0.0688,0.00286,0.193,0.418,92.988,hip hop,4.5837666666666665
holly valance,kiss kiss,204400,False,2002,54,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036,pop,3.4066666666666667
sugababes,round round,236426,False,2002,59,0.74,0.845,6,-3.802,0,0.0338,0.00287,6.23e-06,0.115,0.749,126.607,pop,3.9404333333333335
marilyn manson,tainted love,200426,False,2003,60,0.622,0.876,8,-7.779,1,0.0728,0.00107,1.83e-06,0.292,0.537,142.017,rock,3.3404333333333334
brandy,what about us?,253200,False,2002,43,0.686,0.698,5,-2.942,0,0.223,0.263,0.0,0.39,0.748,93.118,hip hop,4.22
chad kroeger,hero (feat. josey scott),200480,False,2003,66,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387,metal,3.3413333333333335
britney spears,overprotected - radio edit,198600,False,2001,61,0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992,pop,3.31
scooter,the logical song,234116,False,2013,46,0.527,0.933,6,-6.277,0,0.0382,0.00112,0.0362,0.425,0.493,144.043,pop,3.9019333333333335
missy elliott,4 my people (feat. eve),289373,True,2001,49,0.969,0.701,1,-7.503,1,0.156,0.14,0.00161,0.201,0.905,121.392,hip hop,4.822883333333333
aaliyah,more than a woman,230346,False,2002,42,0.646,0.638,11,-5.803,1,0.0787,0.0556,0.0014,0.182,0.74,86.994,hip hop,3.8391
brandy,full moon,248933,False,2002,52,0.611,0.654,10,-4.823,0,0.139,0.372,0.00432,0.0926,0.609,105.922,hip hop,4.148883333333333
blue,one love,207186,False,2002,60,0.683,0.722,8,-4.039,0,0.0358,0.0243,4.2e-05,0.35,0.854,95.012,pop,3.4531
busta rhymes,pass the courvoisier part ii (feat. p. diddy & pharrell) - remix,238600,True,2001,55,0.697,0.793,6,-4.699,0,0.323,0.0844,0.0,0.0619,0.56,89.767,hip hop,3.9766666666666666
céline dion,a new day has come - radio remix,259773,False,2001,59,0.574,0.691,6,-5.103,1,0.035,0.0826,1.65e-05,0.149,0.195,91.969,pop,4.32955
scooter,nessaja,208449,False,2013,47,0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048,pop,3.47415
eve,gangsta lovin',239266,True,2002,58,0.723,0.84,1,-3.523,0,0.0608,0.0619,0.0,0.0945,0.827,94.332,hip hop,3.9877666666666665
disturbing tha peace,move bitch,272293,True,2002,59,0.777,0.751,1,-5.692,1,0.133,0.245,0.0,0.1,0.191,177.894,hip hop,4.538216666666667
khia,"my neck, my back (lick it)",222560,True,2015,59,0.859,0.625,9,-4.234,0,0.13,0.0296,0.0,0.0537,0.71,102.072,pop,3.7093333333333334
tweet,oops (oh my) [feat. missy elliott],237800,True,2002,64,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963,hip hop,3.9633333333333334
nelly,hot in herre,228240,True,2002,75,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,hip hop,3.804
gareth gates,anyone of us (stupid mistake),227866,False,2003,53,0.7,0.72,1,-6.061,1,0.0261,0.285,0.0,0.0845,0.654,106.986,pop,3.7977666666666665
christina aguilera,dirrty (feat. redman),298853,False,2002,68,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,pop,4.980883333333334
b2k,uh huh,223293,False,2002,49,0.855,0.681,2,-4.955,1,0.0688,0.0881,3.7e-06,0.0592,0.908,99.699,hip hop,3.72155
sugababes,freak like me,195866,False,2002,45,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81e-06,0.557,0.387,91.868,pop,3.2644333333333333
dirty vegas,days go by,432146,False,2002,48,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,Dance/Electronic,7.2024333333333335
fat joe,what's luv? (feat. ja-rule & ashanti),267093,True,2001,73,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,hip hop,4.45155
liberty x,just a little,237359,False,2019,43,0.786,0.614,5,-6.554,0,0.0574,0.00616,0.0,0.049,0.742,103.887,pop,3.955983333333333
no doubt,hella good,242586,False,2001,26,0.771,0.665,8,-3.954,1,0.035,0.0135,0.0123,0.0903,0.844,115.142,rock,4.0431
ll cool j,luv u better,287000,False,2002,2,0.668,0.806,6,-3.9,1,0.239,0.232,0.0,0.18,0.721,95.022,hip hop,4.783333333333333
red hot chili peppers,can't stop,269000,False,2002,80,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,rock,4.483333333333333
musiq soulchild,halfcrazy,254493,False,2002,58,0.412,0.77,11,-6.057,0,0.18,0.462,1.5e-06,0.0485,0.418,101.955,pop,4.24155
sean paul,gimme the light,228000,True,2002,59,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,hip hop,3.8
faith evans,i love you,267160,False,2001,53,0.489,0.757,11,-4.062,0,0.0926,0.00981,0.0,0.234,0.567,168.004,hip hop,4.4526666666666666
charli baltimore,down 4 u,318213,True,2002,47,0.64,0.59,7,-7.442,1,0.32,0.252,0.0,0.665,0.519,83.133,pop,5.30355
kylie minogue,love at first sight,238266,False,2001,55,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994,pop,3.9711
n.o.r.e.,nothin',264653,True,2002,58,0.791,0.863,3,-6.118,0,0.151,0.317,1.13e-06,0.27,0.742,97.035,hip hop,4.4108833333333335
gareth gates,unchained melody,233666,False,2003,35,0.368,0.426,10,-8.049,1,0.0277,0.255,5.39e-06,0.108,0.208,106.52,pop,3.894433333333333
diddy,i need a girl (pt. 1) [feat. usher & loon],268800,False,2005,63,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279,hip hop,4.48
big brovaz,nu flow,201480,False,2001,45,0.783,0.726,7,-8.718,1,0.106,0.0903,2.53e-06,0.363,0.784,148.062,pop,3.358
no doubt,hey baby,207040,False,2001,24,0.705,0.872,11,-3.557,0,0.125,0.0602,0.0,0.228,0.746,93.63,rock,3.4506666666666668
ashanti,baby,265706,True,2002,55,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,hip hop,4.428433333333333
sophie ellis-bextor,murder on the dancefloor,230013,False,2002,62,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,pop,3.83355
justin timberlake,like i love you,283626,False,2002,62,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,pop,4.7271
mary j. blige,rainy dayz,276373,False,2001,32,0.412,0.667,6,-6.997,1,0.229,0.195,0.0,0.305,0.533,68.942,pop,4.606216666666667
a1,caught in the middle,206466,False,2001,53,0.519,0.874,5,-5.122,1,0.034,0.0524,0.0,0.243,0.572,96.072,pop,3.4411
eminem,cleanin' out my closet,297840,True,2002,71,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,hip hop,4.964
ashanti,happy,262226,True,2002,61,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74e-06,0.124,0.695,89.488,hip hop,4.370433333333334
delta goodrem,born to try,251280,False,2003,54,0.542,0.589,8,-6.813,1,0.0284,0.246,0.0,0.188,0.336,133.838,pop,4.188
p!nk,get the party started,192533,False,2001,68,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,pop,3.2088833333333335
alicia keys,a woman's worth,303333,False,2001,52,0.652,0.41,4,-8.323,0,0.158,0.333,0.0,0.064,0.495,75.09,pop,5.05555
daniel bedingfield,gotta get thru this - d'n'd radio edit,161240,False,2002,56,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592,pop,2.687333333333333
coldplay,clocks,307879,False,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,rock,5.131316666666667
missy elliott,work it,263226,True,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,hip hop,4.3871
ronan keating,if tomorrow never comes,214306,False,2002,60,0.555,0.496,10,-6.136,1,0.028,0.333,0.0,0.0956,0.27,79.01,pop,3.5717666666666665
big tymers,still fly,335613,True,2002,64,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97e-06,0.339,0.56,177.928,hip hop,5.59355
creed,my sacrifice,294600,False,2001,69,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,pop,4.91
ja rule,always on time,245133,True,2001,73,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673,hip hop,4.08555
ashanti,foolish,227386,True,2002,70,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,hip hop,3.7897666666666665
avril lavigne,sk8er boi,204000,False,2002,75,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,pop,3.4
dj sammy,heaven,233600,False,2002,63,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,pop,3.8933333333333335
britney spears,"i'm not a girl, not yet a woman",231066,False,2001,58,0.534,0.543,3,-6.857,1,0.0245,0.579,0.0,0.112,0.418,78.996,pop,3.8511
cam’ron,oh boy,204706,True,2002,67,0.754,0.767,6,-5.586,1,0.145,0.0216,0.0,0.172,0.828,83.014,hip hop,3.411766666666667
red hot chili peppers,by the way,216933,False,2002,73,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,rock,3.61555
elvis presley,a little less conversation - jxl radio edit remix,211506,False,2002,60,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,rock,3.5251
atomic kitten,the tide is high - radio mix,206093,False,2002,65,0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997,pop,3.4348833333333335
*nsync,girlfriend,253600,False,2001,50,0.745,0.807,0,-5.191,0,0.0884,0.0887,1.49e-05,0.0283,0.858,93.967,pop,4.226666666666667
alanis morissette,hands clean,269400,False,2002,57,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,pop,4.49
usher,u don't have to call,269400,True,2001,59,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,hip hop,4.49
creed,one last breath - radio version,242000,False,2015,47,0.38,0.725,2,-6.094,1,0.0365,0.00571,0.00015,0.3,0.202,130.581,pop,4.033333333333333
the goo goo dolls,here is gone,238173,False,2002,56,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192,pop,3.96955
puddle of mudd,she hates me,216760,True,2001,70,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,rock,3.6126666666666667
ludacris,rollout (my business),296586,True,2001,60,0.921,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.059,hip hop,4.9431
blazin' squad,crossroads - radio edit,188693,False,2012,40,0.661,0.746,4,-5.153,1,0.042,0.109,0.0,0.325,0.502,144.188,set(),3.1448833333333335
default,wasting my time,268693,False,2001,40,0.443,0.769,2,-5.529,1,0.0312,0.00138,0.0,0.0677,0.17,147.973,rock,4.4782166666666665
michelle branch,all you wanted,217680,False,2001,60,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,pop,3.628
daniel bedingfield,if you're not the one,257026,False,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,pop,4.283766666666667
enrique iglesias,escape,208626,False,2001,56,0.776,0.844,11,-5.305,1,0.0297,0.0277,0.000244,0.135,0.868,125.972,pop,3.4771
puddle of mudd,blurry,303920,False,2001,64,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469,rock,5.065333333333333
coldplay,in my place,226680,False,2002,72,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,rock,3.778
outkast,the whole world (feat. killer mike),295346,True,2001,51,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.717,184.682,hip hop,4.922433333333333
p!nk,don't let me get me - radio edit,210693,False,2001,60,0.624,0.85,0,-4.754,0,0.0756,0.00234,0.0,0.0621,0.615,98.525,pop,3.51155
50 cent,in da club,193466,True,2003,81,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,hip hop,3.2244333333333333
sean paul,get busy,211666,False,2002,74,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,hip hop,3.5277666666666665
eminem,"lose yourself - from ""8 mile"" soundtrack",322226,True,2004,77,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,hip hop,5.370433333333334
beyoncé,crazy in love (feat. jay-z),236133,False,2003,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,pop,3.93555
counting crows,big yellow taxi,225426,False,2003,50,0.669,0.873,8,-4.315,1,0.0494,0.00204,0.0,0.137,0.827,88.029,rock,3.7571
black eyed peas,where is the love?,272533,False,2003,68,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,hip hop,4.542216666666667
jennifer lopez,jenny from the block (feat. jadakiss & styles p.) - track masters remix,187840,False,2002,70,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,hip hop,3.1306666666666665
black eyed peas,shut up,296186,False,2003,56,0.81,0.714,2,-3.966,1,0.243,0.0637,0.0,0.237,0.561,112.968,hip hop,4.9364333333333335
t.a.t.u.,all the things she said,214440,True,2020,39,0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92,pop,3.574
benny benassi,satisfaction (isak original extended) - benny benassi presents the biz,285570,False,2003,66,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017,pop,4.7595
panjabi mc,mundian to bach ke,244666,False,2003,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077,World/Traditional,4.077766666666666
mis-teeq,scandalous - u.s. radio edit,238840,False,2004,59,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,pop,3.9806666666666666
jay-z,03' bonnie & clyde,205560,True,2002,71,0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64,hip hop,3.426
50 cent,p.i.m.p.,249480,True,2003,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,hip hop,4.158
jamelia,superstar,215480,False,2003,69,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,pop,3.5913333333333335
linkin park,faint,162600,False,2003,72,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,rock,2.71
dmx,x gon' give it to ya,217586,True,2007,70,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027,hip hop,3.6264333333333334
evanescence,bring me to life,235893,False,2003,79,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,metal,3.93155
sugababes,hole in the head,218173,False,2003,57,0.785,0.933,6,-4.629,0,0.0309,0.0303,0.0,0.137,0.962,125.011,pop,3.636216666666667
craig david,rise & fall (feat. sting),287226,False,2002,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373,hip hop,4.7871
three days grace,i hate everything about you,231480,False,2003,72,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,rock,3.858
lil jon & the east side boyz,get low,324600,False,2002,47,0.78,0.604,1,-8.019,1,0.0396,0.022,0.0,0.194,0.12,101.043,hip hop,5.41
b2k,"bump, bump, bump (feat. p. diddy)",282773,False,2003,62,0.835,0.68,1,-6.02,0,0.21,0.1,0.0,0.049,0.889,95.508,hip hop,4.712883333333333
baby bash,suga suga,239026,False,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,hip hop,3.9837666666666665
aaliyah,miss you - main,245240,False,2002,36,0.602,0.34,10,-9.867,1,0.0375,0.618,0.0,0.234,0.511,109.598,hip hop,4.0873333333333335
britney spears,me against the music (feat. madonna) - lp version / video mix,223773,False,2003,59,0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046,pop,3.72955
blue,sorry seems to be the hardest word,210066,False,2004,57,0.564,0.6,7,-6.814,0,0.0305,0.183,2.19e-06,0.38,0.442,78.955,pop,3.5011
delta goodrem,lost without you,248546,False,2003,54,0.581,0.747,7,-6.682,1,0.0283,0.0365,1.69e-06,0.193,0.514,146.301,pop,4.142433333333333
justin timberlake,rock your body,267266,False,2002,76,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,pop,4.454433333333333
the white stripes,seven nation army,231920,False,2003,3,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904,rock,3.8653333333333335
youngbloodz,damn! (feat. lil' jon) - club mix,298600,True,2003,54,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,hip hop,4.976666666666667
beyoncé,baby boy (feat. sean paul),244826,False,2003,63,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,pop,4.080433333333334
lil' kim,magic stick,359973,True,2019,47,0.849,0.498,2,-7.872,1,0.272,0.116,4.49e-05,0.268,0.502,92.98,hip hop,5.99955
christina aguilera,can't hold us down (feat. lil' kim),255266,False,2002,61,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,pop,4.254433333333333
nickelback,someday,207466,False,2003,68,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,rock,3.4577666666666667
blue,u make me wanna - radio edit,222400,False,2003,48,0.6,0.736,7,-6.228,1,0.0329,0.325,0.0,0.137,0.848,158.108,pop,3.7066666666666666
ashanti,rain on me,297960,False,2003,50,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,hip hop,4.966
trapt,headstrong,285569,True,2002,72,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,rock,4.759483333333334
simply red,sunrise,199040,False,2008,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987,rock,3.3173333333333335
girls aloud,sound of the underground,221426,False,2003,58,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67e-05,0.328,0.88,163.944,pop,3.6904333333333335
nelly,shake ya tailfeather (feat. p. diddy & murphy lee) - 2016 remaster,293666,False,2016,52,0.527,0.808,1,-4.749,1,0.295,0.176,0.0,0.169,0.907,87.025,hip hop,4.894433333333334
room 5,make luv,212413,False,2003,57,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814,Dance/Electronic,3.540216666666667
fatman scoop,be faithful,164506,True,2009,49,0.649,0.713,7,-6.488,1,0.295,0.000787,0.0,0.318,0.629,101.129,hip hop,2.7417666666666665
limp bizkit,behind blue eyes,269973,False,2003,70,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,metal,4.49955
sugababes,too lost in you,237693,False,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,pop,3.96155
50 cent,"wanksta - from ""8 mile"" soundtrack",219400,True,2003,57,0.802,0.863,1,-3.552,1,0.2,0.0199,0.0,0.141,0.873,81.008,hip hop,3.6566666666666667
pharrell williams,frontin' (feat. jay-z) - club mix,236506,True,2003,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,hip hop,3.9417666666666666
chingy,right thurr,250746,True,2003,69,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,hip hop,4.1791
eminem,sing for the moment,339546,True,2002,71,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,hip hop,5.6591
lil' kim,the jump off (feat. mr. cheeks) - remix,234800,True,2003,48,0.853,0.752,1,-8.831,1,0.339,0.178,4.65e-06,0.0553,0.935,104.946,hip hop,3.9133333333333336
mýa,my love is like...wo - main mix,209533,False,2003,48,0.831,0.695,4,-6.491,1,0.109,0.194,1.24e-05,0.309,0.722,132.817,pop,3.4922166666666667
50 cent,21 questions,224440,True,2003,72,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,hip hop,3.740666666666667
